タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
中古品を「とても良い」状態で購入したのですが、届いてみると箱からコーヒーの粉がこぼれ出て、清掃が全く行われていないことが分かりました。使用後そのまま箱に入れられた状態で、思わず返品をしました。そして、新品を探したところ、Amazonプライムセールで中古よりも新品が安くなっていたのです。新品は清潔で使いやすく、毎日簡単にカフェラテが作れるので、本当に満足しています。","1,2,3,4,6",2.5,0,203
　,"　
中古品が少しだけ安価だったため、「とても良い」状態のものを購入したのですが、到着した際にはコーヒーの粉がたくさん出てきて、清掃が全くされていないことに驚きました。出荷前に使用されていた形跡があり、思わず返品することにしました。その後、新品を見たら、Amazonプライムセールで中古よりも新品の方が安かったです。新品はとてもきれいで便利で、毎日カフェラテを手軽に楽しんでいます。","1,2,3,4,6",2.5,0,203
　,"　
「とても良い」状態の中古品を少し安く手に入れましたが、届いた際に箱からコーヒーの粉が大量に出てきて、全く清掃されていない状態でした。出荷直前まで使われていたようで、返品することに決めました。その後、新品をチェックすると、Amazonプライムセールで新品の方が中古よりも安くなっていたのです。新品はもちろん美しく、毎日おいしいカフェラテが楽しめてとても嬉しいです。","1,2,3,4,6",2.5,0,203
　,"　
QOLが向上します。エントリーモデルとしては非常に優れていると思います。これからさまざまな豆を試して楽しむ予定です。購入後すぐに一杯淹れた際に壊れてしまいましたが、メーカーに修理を依頼すると1週間ほどで対応してくれました。壊れたのは早かったですが、修理は迅速でした。その後は快適に使っています。","1,4,6",2.5,0,258
　,"　
生活の質が向上します。エントリーモデルとしては申し分ないと思いますので、これからいろいろな豆を試して楽しみたいです。ちなみに、購入後すぐに一杯淹れた際に壊れてしまい、メーカーに修理を依頼したところ、1週間ほどで完了しました。壊れるのは早かったですが、修理も迅速でした。その後は快適に使用しています。","1,4,6",2.5,0,258
　,"　
QOLが向上するアイテムです。エントリーモデルとしてはとても良いと思います。これから様々な豆を試して楽しむことが待ち遠しいです。ちなみに、購入後すぐに一杯淹れた際に壊れてしまい、メーカーに修理をお願いしたら1週間ほどで完了しました。壊れるのは早かったですが、修理も速やかでした。その後は快適に使っています。","1,4,6",2.5,0,258
　,"　
生活の質が上がります。エントリーモデルとしては申し分ないと思いますので、これからいろんな豆を楽しんでみたいです。購入してすぐに一杯淹れた後に壊れましたが、メーカーに修理を依頼したところ、1週間ほどで完了しました。壊れるのが早かったですが、修理はすぐに対応してくれました。その後は快適に使い続けています。","1,4,6",2.5,0,258
　,"　
バタバタした状況でしたが、付属品が欠けていたり、間違った品番の取扱説明書が同梱されていたり、動作しない製品があったため、2度返品して再発送をお願いしました。しかし、正常な商品が届いてからは問題なく使えています。","6,7",2.5,0,266
　,"　
恐れ入りますが、付属品が不足していたり、異なる品番の説明書が入っていたり、動作しない商品があったために2回返品し再発送を依頼しました。それでも、正常な製品が届いてからは何の問題もなく使えています。","6,7",2.5,0,266
　,"　
劇的な展開がありましたが、付属品が欠けていたり、誤った品番の取扱説明書が同封されていたり、動作不良の製品があったため、2回返品して再発送してもらいました。その後、正常な商品が届いてからは問題なく使用できています。","6,7",2.5,0,266
　,"　
いろいろと混乱がありましたが、付属品が入っていなかったり、間違った取扱説明書が送付されていたり、機能しない製品があったために2度返品して再送してもらいましたが、正常な商品が届いた後はスムーズに使用できています。","6,7",2.5,0,266
　,"　
全体としては満足な買い物でしたが、メッシュフィルターが1つ欠けていることに気づかずに購入してしまいました。","3,6",2.5,0,287
　,"　
購入はお得で良かったのですが、メッシュフィルターが1つないことに気づかずに買ってしまったのが残念です。",6,2.5,0,287
　,"　
安価で満足できる商品でしたが、メッシュフィルターが1つ欠けていたことに気づかず、購入してしまったのが悔やまれます。",6,2.5,0,287
　,"　
良い買い物だったと思いますが、メッシュフィルターが1つ不足していることに気づかずに購入したのが残念です。",6,2.5,0,287
　,"　
手入れがしやすい商品です。発注した翌日に届いたことに感謝しており、商品の清掃状態も素晴らしくてとても綺麗でした。早速使用してみましたが、水入れが取り外せ、コンパクトでキッチンに置いても邪魔にならず、使い方の選択肢も豊富で大満足です。お手入れも簡単そうです。","1,6,7",2.5,0,311
　,"　
お手入れが楽なのが魅力的です。まず、発注した翌日に商品が届いたことに感謝しています。商品はとても綺麗で清掃が行き届いていました。使ってみると、水入れが外せてコンパクトで、キッチンで邪魔にならず、様々な入れ方ができる点がとても気に入っています。","1,6,7",2.5,0,311
　,"　
手入れが簡単な商品だと感じました。購入後、翌日に商品が届き、感謝しています。商品自体は非常に綺麗で清掃が行き届いていました。使用してみると、水入れが外せてコンパクトでキッチンに適しており、使い方の選択肢も多く、とても満足しています。","1,6,7",2.5,0,311
　,"　
お手入れがしやすくて助かります。まず、注文してから翌日に届いたことに感謝しています。商品は清掃が行き届いていて、とても美しい状態でした。試してみたところ、水入れが取り外せて意外にもコンパクトで、キッチンに置いても邪魔にならないので、とても満足しています。","1,6,7",2.5,0,311
　,"　
コーヒーの味が素晴らしいです。  
   中古品でお手頃な価格だったので購入しました。  
   使用感は少しありましたが、全く問題なく、届いてから毎日使っています。  
   とにかく、美味しいコーヒーです。","3,4,6",2.5,0,317
　,"　
美味しいコーヒーが楽しめます。  
   安価な中古品だったため、購入を決めました。  
   少しの使用感はありましたが、全然問題なく、到着後は毎日利用しています。  
   何よりもコーヒーが美味しいです。","3,4,6",2.5,0,317
　,"　
コーヒーがとても美味しいです。  
   中古で安価だったので、購入しました。  
   多少の使用感はありましたが、全く問題なく、届いてから毎日使っています。  
   とにかく、美味しいコーヒーが楽しめます。","3,4,6",2.5,0,317
　,"　
とても美味しいコーヒーです。  
   中古品でリーズナブルだったため、購入しました。  
   多少の使用感はありましたが、全く問題なく、到着後は毎日愛用しています。  
   ともかく、コーヒーが美味しいです。","3,4,6",2.5,0,317
　,"　
音がかなり大きかったですが、味や手軽さ、手入れのしやすさは非常に満足できました。中古品だったのか、計量スプーンが付属していなかったのが残念です。","1,6",2.5,0,336
　,"　
手入れのしやすさ、味、お手軽さは素晴らしかったですが、音がかなり大きくて驚きました。中古だったのか、計量スプーンが含まれていなかったのが残念でした。","1,6",2.5,0,336
　,"　
音の大きさには少し驚きましたが、味や手軽さ、手入れのしやすさは非常に良好でした。中古品だったためか、計量スプーンが付いていなかったのが残念です。","1,6",2.5,0,336
　,"　
手軽さや味、手入れのしやすさは素晴らしかったものの、音が非常に大きかったです。中古だったためか、計量スプーンが含まれていなかったのが少し残念でした。","1,6",2.5,0,336
　,"　
付属品が欠けていました。中古品（ほぼ新品）として「付属品完備」とのことだったので、安く良い品を手に入れたと喜んでいたのですが、予定通りに届いて開けてみると「粗びき用メッシュフィルター（緑色）」が見当たりませんでした。",6,2.5,0,339
　,"　
中古品（ほぼ新品）として「付属品完備」と記載されていたため、安くて良い商品を手に入れたと喜んでいたのですが、予定通りに届いた品を開梱すると、「粗びき用メッシュフィルター（緑色）」がどこにも見当たらなかったのです。",6,2.5,0,339
　,"　
製品自体は素晴らしいのですが、記載通りの「付属品完備」ではなかったため、失望しました。開梱してみると、茶色い「中細びき用メッシュフィルター」は装着されていたものの、探しても「粗びき用メッシュフィルター（緑色）」が見つかりませんでした。",6,2.5,0,339
　,"　
予想通りに届いた商品を開けてみると、肝心の「粗びき用メッシュフィルター（緑色）」が見つからず残念でした。中古品（ほぼ新品）として「付属品完備」とあったため、良品をお得に手に入れたと期待していたのですが、実際にはそうではありませんでした。",6,2.5,0,339
　,"　
中古品ですが、新品に近い状態です。",6,2.5,0,348
　,"　
使用する際の問題は全くなく、非常に綺麗です。",6,2.5,0,348
　,"　
新品を購入するよりも新古品としての価値があります。",6,2.5,0,348
　,"　
丁寧なお礼状にも感激しました。",6,2.5,0,348
　,"　
普通に問題なく使えています。アウトレット品を購入したため、本体はプチプチで包まれていただけでした。少し驚きましたが、本体の使用感はなく、特に満足しています。サーモスのポットは保温性が優れていて、6時間も温かさが持続します。","1,6",2.5,0,384
　,"　
使い勝手は普通で、特に問題はありません。アウトレット商品を買ったので、本体はプチプチに包まれていて少し驚きました。しかし、使用感はなくて満足しています。サーモスのポット部分は優れた保温性を持ち、6時間はしっかり温かいです。","1,6",2.5,0,384
　,"　
特に不満なく使えています。アウトレット品を選んだので、本体はプチプチで包まれていて少し意外でしたが、使用感は全くなく、満足です。サーモスのポット部分は保温性が高く、6時間は温かさが続きます。","1,6",2.5,0,384
　,"　
普通に使える商品です。アウトレットで購入したため、本体はプチプチ包装でしたが、これには少し驚きました。それでも使用感はなく、満足しています。サーモスのポットは保温性が非常に高く、6時間も温かさが保たれています。","1,6",2.5,0,384
　,"　
サイズ感と使いやすさには満足していますが、注水メモリは光の具合で見えにくいことがあります。残念なのは、開封時に気づかなかったのですが、付属品（計量スプーンなど）が欠けていたことです。これはメーカーのミスなのか、新古品だったのかもしれません。購入店から連絡を受け、中古品のため付属品はなく、販売時の表示にもその旨が記載されていなかったと説明されました。","1,6",2.5,0,411
　,"　
サイズ感と使いやすさには高い評価を与えていますが、注水メモリは光の加減で見づらいかもしれません。開封した際に気づかなかったのが残念で、付属品（計量スプーンなど）が入っていなかったのです。これは新古品なのか、メーカーの手違いなのか疑問です。購入店からの連絡で、中古品なので付属品は含まれておらず、販売表示にもその記載がないとのことでした。","1,6",2.5,0,411
　,"　
サイズ感と使いやすさには非常に満足ですが、注水メモリは光の条件によって見づらい場合があります。開封してすぐに気づけなかったのが残念で、付属品（計量スプーンなど）が欠落していたのです。これは新古品か、メーカーの入れ忘れかもしれません。購入店から連絡があり、中古品のため付属品はないこと、販売表示にもその旨が記載されていないと説明されました。","1,6",2.5,0,411
　,"　
使いやすさとサイズ感は良いと感じていますが、注水メモリが光の加減で見にくいかもしれません。開封時に気づかなかったのが残念で、付属品（計量スプーンなど）が欠けていたのです。これは新古品なのか、もしくはメーカーの手違いなのか疑問です。購入店からの連絡で、中古品のため付属品はなく、販売表示にもその記載がなかったことを教えられました。","1,6",2.5,0,411
　,"　
対応が迅速で、故障に関してとても助かりました。楽しんでいます。",6,2.5,0,417
　,"　
楽しく利用していますし、故障の問題にもすぐに対応してもらえました。",6,2.5,0,417
　,"　
故障対応が非常に早く、楽しんで使っています。",6,2.5,0,417
　,"　
使っていて楽しいですし、故障があった際の対応も迅速でした。",6,2.5,0,417
　,"　
スタイリッシュでシンプル、そしてスリムなデザインが気に入っています。","1,4,6",2.5,0,455
　,"　
スリムでありながらシンプルな形状です。","1,4,6",2.5,0,455
　,"　
ただ、水を入れる部分が外れない上に口が小さいため、軽量カップやティファールを使って注いでいます。","1,4,6",2.5,0,455
　,"　
ステンレス製で保温性のあるポットがとても好きです。梱包はなしで、商品箱に宛名シールが直接貼られていました。","1,4,6",2.5,0,455
　,"　
おしゃれでスタイリッシュな黒を購入しました。自炊を頑張ろうという気持ちになり、使い勝手も良いです。配送員の方も非常に親切でした。","1,6",2.5,0,488
　,"　
購入したのは黒色で、見た目がとてもおしゃれでスタイリッシュです。使い勝手が良いので、自炊に対する意欲が高まりました。配送の方も親切に対応してくれました。","1,6",2.5,0,488
　,"　
黒を選びましたが、スタイリッシュでおしゃれな印象を与えます。使いやすさも抜群で、自炊を頑張りたい気持ちになりました。配送サービスもとても親切でした。","1,6",2.5,0,488
　,"　
スタイリッシュな黒を買いました。おしゃれに見えるだけでなく、使い勝手も良いので自炊を頑張りたくなります。配送してくれた方も非常に親切でした。","1,6",2.5,0,488
　,"　
使い勝手は良いのですが、冷蔵庫の奥の穴が黒く変色するのが唯一の不満です。","1,6",2.5,0,494
　,"　
とても便利に使えていますが、冷蔵庫の奥の穴が黒くなってしまうのが気になります。","1,6",2.5,0,494
　,"　
使いやすい点は気に入っていますが、冷蔵庫の奥の穴が黒くなるのが一つだけ残念です。","1,6",2.5,0,494
　,"　
便利で使いやすいですが、冷蔵庫の奥の穴が黒ずむのが唯一の懸念です。","1,6",2.5,0,494
　,"　
高さに不均一な差が見られました。前側には調整可能なネジ式の脚が付いていますが、後ろ側にはかなりの差が残っていました。作業員の方は返品を勧めてくれましたが、生活に必要なのでそのまま使っています。設置の方が何とか左右差を調整してくれたおかげで、ヤマトの株価も急上昇しました。","1,6",2.5,0,498
　,"　
高さに差があったことが気になりました。前の部分には調節できるネジ式の脚がありましたが、後ろ側にはかなりの差が生じていました。作業員は返品を提案してくれましたが、日常生活で必要なのでそのまま使っています。設置担当者が左右差を調整してくれたので、ヤマトの株も大きく上昇しました。","1,6",2.5,0,498
　,"　
高さに関して左右に差がありました。前側には調整可能なネジ付き脚がありましたが、後ろ側には結構な差がありました。設置に来た作業員は返品を勧めてくれましたが、生活に必要なためそのまま使っています。設置してくれた方がどうにか左右差を調整してくれたので、ヤマトの株価が急上昇しました。","1,6",2.5,0,498
　,"　
高さの不均衡が気になりました。前側には調整するためのネジ脚が付いていましたが、後ろ側にはかなりの差が残っていました。作業員さんは返品を勧めてくれましたが、生活上必要なのでそのまま使用しています。設置してくださった方が左右差を調整してくれたため、ヤマトの株価が大きく上がる結果となりました。","1,6",2.5,0,498
　,"　
とてもリーズナブルな価格でした。見た目は少し安っぽい感じがしますが、吸引力はしっかりしており、延長管の長さを調整できるので、コストパフォーマンスは良いと思います。コードの長さも十分です。ただ、付属の隙間用ブラシノズルがもう少し性能が良ければ嬉しいです。強いて言えば、箱を開けた際にすぐにわかる傷が4箇所あったのは残念でした。","1,3,6",2.5,0,715
　,"　
値段が非常に安かったです。外観は少しチープに見えますが、吸引力は申し分なく、延長管の調整もできるため、価格に対して優れた機能を持っています。コードも適度な長さがあります。ただし、付属の隙間用ブラシノズルの性能がもう少し良いと嬉しいですね。唯一残念だったのは、箱を開けた時に目立つ傷が4箇所あったことです。","1,3,6",2.5,0,715
　,"　
とても手頃な価格でした。見た目は少し安く感じますが、吸引力は十分で、延長管の長さも調整可能なので、値段の割には良い性能です。コードの長さも申し分ありません。ただ、付属のブラシ付きノズルがもう少し良い性能だとさらに良かったです。強いて言うなら、箱を開けた瞬間に見つけた傷が4カ所あったのが残念でした。","1,3,6",2.5,0,715
　,"　
価格がかなり安かったです。外観はややチープな印象ですが、吸引力はしっかりあり、延長管も調整できるので、値段に対して満足できる機能です。コードの長さも十分です。ただし、付属の隙間用ブラシノズルの性能がもう少し向上してくれると嬉しいですね。唯一の欠点は、箱を開けたときに目立つ傷が4箇所あったことです。","1,3,6",2.5,0,715
　,"　
手入れが簡単で、とても満足しています。まず、発注した翌日に商品が届いたことに感謝しています。商品は清掃が行き届いており、非常に美しいものでした。早速使用してみたところ、水入れが取り外せる点や、意外にコンパクトでキッチンに置いても邪魔にならない点、入れ方の選択肢がある点など、全体的に満足度が高いです。お手入れも楽そうです。しばらく使用した結果、水入れは取り外し可能で、豆を挽いた後に再度回すことで粉がきれいに落ちることがわかりました。また、カップの蓋やフィルターの部分も取り外せて洗いやすく、特にこのお手入れのしやすさが気に入っています。もしフィルターバスケットのようなものがあればさらに良いと思います。中古品でも非常にきれいで、半額で購入できたので不満はありません。","1,3,6,7",2.5,0,311
　,"　
購入したのは安価な中古品ですが、多少の使用感があったものの全く問題なく、到着後は毎日使用しています。とにかくコーヒーが美味しいです。","3,6",2.5,0,317
　,"　
味や手入れのしやすさ、お手軽さは非常に良かったですが、音がかなり大きかったのが残念でした。また、中古だったのか計量スプーンが付いていなかったのも少し不満です。","1,6",2.5,0,336
　,"　
中古品をお安く購入できて喜んでいたのですが、「付属品完備」との記載があったにもかかわらず、到着して開けた際に「粗びき用メッシュフィルター(緑色)」が見当たらず、探しても見つかりませんでした。茶色の「中細びき用メッシュフィルター」は装着されていたため、普通に使うことはできましたが、製品自体は良いにもかかわらず、記載通りの付属品が揃っていなかったことにがっかりしました。",6,2.5,0,339
　,"　
中古で購入しましたが、新品に近い状態で非常に綺麗ですし、使用に関しては全く問題ありません。また、丁寧なお礼状にも感激しました。",6,2.5,0,348
　,"　
特に問題なく使用できています。アウトレット品として購入したため、本体はプチプチに包まれていただけで少し驚きましたが、使用感はなく安心して使えて満足しています。サーモスのポットはさすがに保温性が優れていて、6時間は温かさが保たれています。","1,6",2.5,0,384
　,"　
サイズ感と使いやすさは非常に良いと思いますが、注水メモリは光の加減によって見にくいことがあります。残念なことに、開封時に気付けばよかったのですが、付属品（計量スプーンなど）が入っていなくて少しがっかりしました。もしかしたらメーカーの入れ忘れか、新古品だったのかもしれません。購入店からの連絡によれば、中古品のため付属品は含まれておらず、販売表示にもその旨が記載されていなかったとのことでした。お手数をおかけしました。","1,6",2.5,0,411
　,"　
楽しい体験でしたが、故障に対する対応が迅速でした。",6,2.5,0,417
　,"　
スタイリッシュでシンプルなデザインが気に入っています。スリムな形状で、ただ水を入れる口が小さく外れないため、軽量カップやティファールを使って水を入れています。保温性のあるステンレス製ポットもお気に入りです。発送時は商品箱に宛名シールが直接貼られていました。","1,4,6",2.5,0,455
　,"　
黒を選びましたが、とてもスタイリッシュでおしゃれに見えます。使い勝手も良く、自炊を頑張ろうという気持ちになりました。また、配送の方も非常に親切でした。","1,6",2.5,0,488
　,"　
使いやすいのですが、冷蔵庫の奥の穴が黒くなるのが唯一の気になる点です。",6,2.5,0,494
　,"　
高さに左右差があり、前側には調整可能なネジ式の脚がついている一方で、後ろ側にはかなりの差が見られました。設置に来た作業員は返品を提案してくれましたが、生活に必要なためそのまま使っています。作業員は左右差を解消するために工夫をしてくれたおかげで、ヤマトの株は急上昇しました。","1,6",2.5,0,498
　,"　
価格が非常に安かったです。見た目はややチープですが、吸引力はしっかりしており、延長管の長さも調整できるため、コストに対して良い機能が備わっています。コードの長さも十分です。ただ、付属の隙間用ノズルとブラシの性能がもう少し良ければ嬉しいです。強いて言えば、箱を開けた際に目立つ傷が4箇所あったのは残念でした。","1,3,6",2.5,0,715
　,"　
迅速な対応に感謝しています。残念ながら届いた商品は片方しか作動しない欠陥品でしたが、メッセージを送ったところすぐに対応していただき、新しい商品が届くのを待っているところです。片方の作動のみでしたが、試してみると風は涼しく感じましたし、音についてはまだ首に当てていないので詳しくは言えませんが、気にならないレベルでした。欠陥商品でしたが迅速に対応していただき、4日ほどで新しい商品が届くとのことなので、星は4つつけました。","1,6,7",2.5,0,48
　,"　
購入時に相性が影響することもあり、私はAmazonで購入しました。価格に見合った品質だと思います。ヤマト運輸の配達員の方は、念のためインターフォンを鳴らして「ここに置いておきますからね」と伝えてくださり、すべてが順調に所定の場所に届けられましたので、安心して使用できました。以前は配達時に製品が破損するリスクが心配だったのです。天板の縁は少し薄く、力をかけると壊れそうな感じがありますが、天板の上には電子レンジなどの物を置ける設計になっています。動作音は静かですが、24時間の中で数回モーター音が周期的に聞こえます。また、冷凍庫には霜取りヘラと製氷皿が収納されています。年間の電力消費は約¥5000〜6000のようで、経済的にも納得しています。十分に満足していますが、針で突いたような小さなキズを見つけました。もしかしたら、神経質なユーザーが返品したものが新品としてお買い得になったのかもしれません。以前使っていた一人暮らし用の冷蔵庫は、10年以上も持ちましたので、新しい冷蔵庫にも頑張ってほしいです！","1,3,4,6,7",2.5,0,129
　,"　
触れるのが不安な冷蔵庫でした。ダンボールから出した後、本体に触れたら静電気に驚かされましたが、商品の機能や性能自体は優れていると思います。ただし、冷蔵庫内の部品には工場でそのままついたと思われる傷があり、気になる人には気になるかもしれません。また、シールも斜めに貼られている箇所がありました。大量生産していることを考えると理解はできますが。","1,6",2.5,0,145
　,"　
コストパフォーマンスが良く、付属品もなかなか満足できるものでした。私室用に購入し、性能にも満足しています。氷のストッカーや冷凍室棚はあまり期待していなかったのですが、意外に良かったです。一人の時間を楽しむために氷を貯めています。ただ、扉に小さな縦傷があったのが少し気になりましたが、性能には問題がなかったので許容範囲です。その傷に愛着を持つことにしました。","1,3,6",2.5,0,153
　,"　
思った以上に収納力がありました。息子の引っ越しの際に注文したのですが、キッチンに置くスペースがなく、居住スペースに置くことになりましたので、単身者向けのコンパクトな冷蔵庫を探していました。実際に届いてみると、梱包が非常にしっかりしていて段ボールや資材を解体するのに手間取りましたが、傷一つなく綺麗で、サイズも背丈にぴったりでした。大学生の一人暮らしの息子は、『これくらいが自分にはちょうどいい』と言っており、価格も手頃で冷凍庫も思った以上に物が入るので、とても満足しています。","1,3,4,6",2.5,0,159
　,"　
素晴らしい商品で、商品説明に忠実でした。発送が迅速で、梱包も丁寧だったので安心して受け取ることができました。機会があれば、ぜひ再度購入したいと思います。ありがとうございました。","6,7",2.5,0,169
　,"　
外装に傷があったものの、機能面には問題はありませんでした。ただ、商品の見た目については少し気になりました。",6,2.5,0,182
　,"　
製品は良いと思いますが、配送が迅速で、注文の翌日に届きました。ただ、写真の通り蓋にひびが入っていたため、すぐに交換手続きを行ったところ、交換品も素早く対応してくれ、翌日には届きました。使用感は良く、濃さの調整ができ、ブラックコーヒーからカフェラテなど、さまざまなコーヒーを楽しむことができます。","1,6,7",2.5,0,193
　,"　
二台目を購入しましたが、素晴らしく美味しいコーヒーが楽しめます。海外製品らしく、トレイの穴からお湯が漏れるのが気になりますが、それ以外は良いです。",6,2.5,0,196
　,"　
おすすめです。  
「とても良い」状態の中古品を少し安く購入しましたが、届いた際には箱からコーヒーの粉が大量に出てきて、簡易清掃すらされていない本体が出てきました。まるで出荷ギリギリまで使用して、そのまま箱に入れたかのような状態だったため、思わず返品しました。返品後に新品を探すと、Amazonプライムセールで中古よりも新品の方が安くなっていました！ 中古品よりセールを利用した方が安く買えることが分かりました。新しく届いた新品はもちろん美しく、毎日手軽にカフェラテを楽しめるほど便利です。粉状に挽いた豆も使えるので、以前に購入していた豆を無駄にせず助かりました。水が不足していたりゴミが溜まっていたりすると、マークでお知らせしてくれるので、付属の表を参考にしています。予想以上にゴミが早く溜まるため、こまめに捨てることをおすすめします。起動は非常に速いわけではありませんが、お湯を沸かしてハンドドリップするよりは何倍も早いです。私はYouTubeを参考にして、豆を最も細かく挽く設定で使用しています。クレマが出やすいようです。豆の量を少なく設定するとクレマは少ないですが、濃くするほどしっかりと出て、見た目にも楽しめます。オススメです。スチーマーはまだ使っていませんが、それでも購入して良かったと感じています。","1,2,3,4,6",2.5,0,203
　,"　
このエントリーモデルは非常に満足できるもので、QOLが向上しました。今後は様々な豆を試して楽しむつもりです。ちなみに、購入後すぐに一杯淹れた際に壊れてしまいましたが、メーカーに修理を依頼したところ、1週間ほどで完了しました。壊れるのは早かったものの、修理の対応は迅速でした。その後は快適に使用しています。","6,7",2.5,0,258
　,"　
一度は付属品が欠品していたり、誤った品番の取扱説明書が同梱されていたり、動作しない商品が届いて2回返品して再発送を受けましたが、正常品が到着してからは問題なく使えています。","6,7",2.5,0,266
　,"　
お得な買い物だったとはいえ、全体的には満足でしたが、メッシュフィルターが1つ不足していることに気づかずに購入してしまったのが残念です。",6,2.5,0,287
　,"　
お手入れが簡単です。まず、注文した翌日に商品が届いたことに感謝しています。清掃が行き届いていてとても綺麗な商品で、早速使用してみたところ、水入れが取り外せ、意外にコンパクトでキッチンに置いても邪魔にならず、入れ方も選べる点にとても満足しています。お手入れも楽そうです。しばらく使ってみた結果、水入れは取り外し可能で、豆を挽いた後にもう一度回すと中の粉がきれいに落ちることがわかりました。カップの蓋やフィルターを入れる部分も簡単に取り外せて洗いやすく、私はこのお手入れのしやすさが特に気に入っています。一つ欲しいのは、フィルターバスケットのようなものがあればさらに良いと思います。中古でも素晴らしく綺麗で半値で購入できたので文句はありません。","1,3,6,7",2.5,0,311
　,"　
コーヒーが非常に美味しくて、安価な中古品だったため購入しました。多少の使用感はありましたが、問題なく、到着して以来毎日使っています。とにかくコーヒーの味は素晴らしいです。","3,6",2.5,0,317
　,"　
音がかなり大きかったですが、味や手軽さ、手入れのしやすさは非常に良かったです。中古品だったためか、計量スプーンが付いていなかったのが残念でした。","1,6",2.5,0,336
　,"　
「付属品完備」とのことだったので、中古品ながらほぼ新品の良品をお手頃価格で注文できたことに喜んでいましたが、到着後に開封してみると、期待していた「粗びき用メッシュフィルター(緑色)」がどこを探しても見当たりませんでした。茶色の「中細びき用メッシュフィルター」は既に装着されていたため、通常通り使用できることは確認できましたが、製品自体は良いものの、「付属品完備」との記載が間違っていたことにがっかりしました。",6,2.5,0,339
　,"　
中古品を購入しましたが、新品に近い状態であり、とても綺麗で問題なく使用できています。丁寧なお礼状にも感激しました。",6,2.5,0,348
　,"　
アウトレット品として購入したため、本体はプチプチで包まれているだけで少し驚きましたが、使用感もなく問題なく使えて満足しています。サーモスのポットは保温性が高く、6時間ほど温かさが持続します。","1,6",2.5,0,384
　,"　
サイズ感や使いやすさは非常に良いと思いますが、注水メモリは光の具合によって見づらいことがあるかもしれません。開封時に気づかなかったのですが、付属品（計量スプーンなど）が欠けていたことが残念でした。これはメーカーの手違いか、新古品なのかもしれません。購入店からの連絡で、中古品なので付属品は含まれておらず、販売時の表示にも付属品の記載がなかったことを教えていただきました。ご迷惑をおかけしました。","1,6",2.5,0,411
　,"　
楽しかったです。故障に対する対応が迅速でした。",6,2.5,0,417
　,"　
スリムでシンプルなデザインがスタイリッシュで気に入っています。水を入れる口が小さく、外れやすいため、軽量カップやティファールを使って水を注いでいます。また、ステンレス製で保温性のあるポットもお気に入りです。ただし、梱包はなく、商品箱に宛名シールが直接貼られていました。","1,4,6",2.5,0,455
　,"　
黒色を選びましたが、見た目はスタイリッシュでおしゃれです。使いやすく、自炊を頑張ろうという気持ちになりましたし、配送の方も非常に親切でした。","1,6",2.5,0,488
　,"　
使いやすいけれど、冷蔵庫の奥の穴が黒くなってしまうのが唯一の不満です。",6,2.5,0,494
　,"　
高さに左右差が見られ、前側には調整可能なネジ式の脚が付いているものの、後ろ側にはかなりの差がありました。設置に来た作業員の方は返品を勧めてくれましたが、生活に必要なためそのまま使っています。設置担当者が左右差を少しでも解消するように工夫してくれたおかげで、ヤマトの株価は大きく上昇しました。","1,6",2.5,0,498
　,"　
この商品は非常に安価で、見た目はややチープですが、吸引力はしっかりしており、延長管の長さも調整できるので、価格に対して良い機能を備えています。コードの長さも十分で、付属の隙間用ブラシノズルの性能がもう少し良ければ嬉しいです。ただ、箱から出してすぐに見つかる4箇所の傷があったのは残念でした。","1,3,6",2.5,0,715
　,"　
迅速な対応に感謝しています。残念ながら届いた商品は片方しか動作しない欠陥品でしたが、メッセージを送ったらすぐに対応していただき、新しい商品が届くのを待っているところです。片方の作動のみで試してみたところ、とても涼しい風が感じられましたが、首にはまだ当てていないため音についてははっきり言えません。ただ、気になるほどではないように思いました。欠陥商品ではありましたが、迅速に対応していただいたので、星は4つにしました。","1,6",2.5,0,48
　,"　
購入時の相性があると思い、Amazonで購入しましたが、価格に見合った商品だと感じています。ヤマト運輸の配達員の方は、置き配の際に「ここに置いておきますからね」とインターフォンを鳴らしてくれたので、非常に安心して所定の場所に置いて使うことができました。以前は配達時に製品が破損するトラブルがあったため、心配していました。天板の縁は少し薄くて柔らかい印象があり、端に力をかけると壊れそうな気がしますが、天板の上には電子レンジなどの物を置くことができます。音も静かで、24時間中に数回だけモーター音が聞こえます。冷凍庫には霜取りヘラと製氷皿が入っており、年間の電力消費は約¥5000〜6000のようで、経済的にも十分納得しています。全体的に満足しており、針で突いたような小さな傷を見つけたものの、これはもしかしたら几帳面なユーザーが返品した後に再販されたのかもしれないと考えています。以前の一人暮らし用の冷蔵庫は、いろいろあったものの10年以上持ちましたので、頑張ってほしいです。","1,3,4,6,7",2.5,0,129
　,"　
冷蔵庫を触るのが少し怖かったです。ダンボールから出して本体に触れた際、静電気に驚かされました。商品の機能や性能は良いと思いますが、冷蔵庫内部の部品には工場での傷がそのまま残っている部分があり、気になる人には気になるかもしれません。また、シールも斜めに貼られていることがありました。大量生産されているので、その気持ちは理解できますが。","1,6",2.5,0,145
